Age,Income,Education_Level,Travel_Frequency,Vacation_Budget,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference,Gender_1,Gender_2,Preferred_Activities_1,Preferred_Activities_2,Preferred_Activities_3,Location_1,Location_2,Favorite_Season_1,Favorite_Season_2,Favorite_Season_3
56,26942,2,1,1763,293,157,1,0,0,0,0,0,1,0,1,0,0,0,0
56,68380,0,3,3616,202,54,0,1,0,0,1,0,0,0,0,0,1,0,0
27,111868,3,5,3083,226,10,0,0,0,0,0,0,1,0,0,0,0,1,0
53,104786,0,4,2535,194,255,1,0,0,0,0,0,1,0,0,0,0,0,0
42,31156,0,5,3214,23,221,1,1,0,1,0,0,0,1,1,0,1,0,0
67,67586,2,9,3883,292,66,1,1,0,0,1,1,0,0,0,1,0,0,1
27,97728,3,7,4976,195,267,1,0,1,1,0,1,0,0,0,1,0,0,1
36,81716,2,8,2194,142,162,1,0,1,0,0,0,0,0,0,0,0,0,0
63,111512,3,7,4674,133,285,1,0,1,0,1,1,0,0,1,0,0,0,1
62,108585,3,7,4753,61,286,1,0,0,0,1,0,0,1,1,0,0,0,1
32,43864,0,5,1741,146,136,0,1,0,0,1,0,0,1,0,0,0,1,0
33,45739,0,0,3214,275,193,1,1,0,0,1,0,0,0,0,1,1,0,0
19,41114,0,2,3107,209,1,0,0,0,0,1,1,0,0,0,0,0,1,0
46,76457,3,4,1125,58,51,0,0,0,0,1,0,0,1,0,1,1,0,0
21,20578,3,9,4076,191,44,1,1,0,1,0,0,1,0,0,0,0,0,0
67,56999,3,0,4334,27,61,1,0,1,1,0,0,0,0,0,1,0,0,0
46,42852,2,0,4101,287,165,1,1,0,0,0,0,0,1,0,1,0,0,1
48,101903,3,6,4825,31,93,1,1,1,0,1,0,0,0,0,0,1,0,0
34,54403,1,1,3229,241,25,1,1,0,0,1,0,0,1,0,0,0,1,0
27,66319,0,4,2357,290,123,1,1,0,1,0,0,0,1,0,1,0,0,0
44,97858,0,3,712,84,257,1,0,0,0,0,0,0,1,1,0,0,0,0
58,95734,1,7,2218,207,271,0,1,1,0,0,0,0,0,1,0,0,0,1
32,58531,0,0,3052,261,168,1,0,0,0,1,1,0,0,1,0,0,0,0
61,57775,1,8,1255,284,214,0,0,0,0,0,0,0,0,1,0,0,1,0
48,114164,3,8,4456,44,279,1,0,1,0,0,0,0,0,1,0,0,0,1
38,69725,0,3,2039,98,37,1,1,0,0,1,1,0,0,1,0,0,0,0
58,38555,2,1,2239,51,271,0,1,0,0,1,0,1,0,0,0,0,0,1
63,105553,1,6,3528,58,79,1,0,0,0,1,0,1,0,1,0,0,0,0
62,64539,0,4,3146,276,114,0,1,0,1,0,0,1,0,0,1,0,0,0
43,116955,1,1,1807,177,207,1,1,1,0,1,1,0,0,0,1,0,0,0
55,27706,3,5,1109,279,227,0,0,0,0,0,0,0,1,0,0,0,0,1
68,90323,0,7,1124,27,256,1,1,0,1,0,0,1,0,0,0,0,1,0
53,63047,2,5,4625,255,289,0,0,0,0,0,0,0,1,0,0,0,0,0
69,104423,3,6,1353,87,132,1,1,1,1,0,0,0,0,1,0,0,0,0
34,21249,1,8,587,273,129,0,0,0,0,1,0,1,0,0,0,0,1,0
68,39997,0,2,936,263,108,1,1,0,0,0,0,1,0,1,0,1,0,0
20,78584,1,8,1373,35,96,1,0,0,1,0,0,1,0,0,1,0,0,1
31,91973,2,9,3763,279,284,1,1,0,0,0,0,0,1,0,0,0,0,1
66,23598,3,3,4867,53,51,1,0,0,0,1,0,0,0,0,0,0,1,0
30,100365,3,6,1260,56,89,0,1,0,1,0,0,0,1,0,0,0,0,0
58,60859,1,2,918,299,115,0,1,0,0,0,0,0,0,0,0,0,0,0
44,51546,1,4,1536,190,68,0,0,0,1,0,0,0,0,1,0,0,0,1
18,28264,0,4,2911,205,157,0,0,0,0,1,1,0,0,1,0,1,0,0
34,91812,0,7,4828,88,88,1,0,0,1,0,0,0,0,0,1,1,0,0
65,102404,0,4,1058,111,104,0,0,0,1,0,0,1,0,1,0,0,1,0
67,114696,0,6,1852,120,206,0,0,0,0,0,0,1,0,0,0,0,1,0
51,63221,0,3,1019,298,155,1,0,0,1,0,0,0,0,0,0,0,0,0
31,77766,2,5,2694,130,77,1,1,0,0,1,0,0,1,1,0,1,0,0
34,87943,0,9,4370,8,297,1,0,0,0,0,0,1,0,1,0,1,0,0
20,104347,3,3,3121,182,273,0,1,1,1,0,1,0,0,0,0,1,0,0
51,42839,3,4,3336,264,9,1,1,0,0,1,0,0,0,0,1,0,1,0
57,116590,3,6,3442,118,128,1,0,0,0,1,0,1,0,0,1,0,0,1
42,114588,1,5,3454,253,271,1,0,0,1,0,0,1,0,1,0,0,1,0
19,51778,3,3,1894,164,143,1,1,0,1,0,0,1,0,0,0,1,0,0
51,82964,1,9,2973,128,180,1,1,1,0,0,1,0,0,0,1,0,0,0
43,82426,0,5,2180,144,201,1,1,0,0,1,0,0,1,0,1,0,0,1
48,76336,0,4,4665,16,231,0,0,0,0,1,0,0,1,1,0,0,0,0
26,40626,2,9,3933,269,30,1,1,0,0,1,0,0,0,1,0,0,1,0
47,118689,2,0,3340,177,142,1,1,0,1,0,0,0,0,0,0,0,0,0
37,34000,2,6,4543,3,61,1,1,0,1,0,0,0,1,0,1,0,1,0
38,100366,2,9,2621,3,268,0,1,1,1,0,1,0,0,1,0,0,0,0
46,116474,2,7,1320,199,62,1,1,0,0,0,0,1,0,0,0,0,1,0
42,22127,3,2,4605,52,202,1,1,0,0,1,0,0,1,1,0,0,1,0
55,87871,0,4,3826,221,29,0,0,0,0,1,1,0,0,0,1,0,0,0
61,81721,1,1,638,151,39,1,0,0,1,0,0,0,1,0,0,0,0,1
42,96895,1,0,2487,75,126,1,0,0,0,0,0,0,1,0,0,0,0,0
26,25985,3,0,3807,23,54,1,1,0,0,0,0,0,1,0,0,0,0,0
56,84564,2,5,3660,119,48,0,0,0,0,0,1,0,0,1,0,0,0,1
61,64465,0,7,1655,248,167,1,0,0,0,0,0,1,0,0,1,0,0,0
43,26627,2,0,1534,258,1,1,0,0,0,0,0,1,0,0,0,1,0,0
54,72094,2,8,1240,195,228,0,1,1,1,0,1,0,0,0,0,1,0,0
33,60004,0,7,1402,156,185,0,0,1,1,0,1,0,0,0,1,0,0,1
54,61031,1,2,3232,180,112,1,0,0,1,0,0,0,0,0,0,0,0,1
29,24757,0,5,3655,178,125,0,0,0,0,1,0,1,0,0,0,0,1,0
41,60816,3,4,4503,17,256,1,1,0,0,0,0,1,0,1,0,0,0,1
43,67973,3,5,868,189,259,1,1,1,0,0,0,0,0,1,0,0,0,1
37,84046,0,6,1377,80,255,0,0,1,0,1,1,0,0,0,0,1,0,0
26,61216,2,5,1304,225,142,1,1,0,0,0,0,0,0,0,1,0,1,0
40,87146,1,2,1610,287,257,1,1,0,0,0,0,0,1,0,0,0,0,1
56,54486,0,0,3230,156,235,0,1,1,0,0,0,0,0,0,1,0,1,0
46,96421,3,7,1577,132,142,1,1,1,0,0,0,0,0,1,0,0,0,1
48,100467,0,3,2080,127,47,0,1,0,0,0,0,0,1,0,1,0,0,1
36,37663,2,6,3956,120,45,0,1,0,1,0,0,0,1,1,0,0,1,0
37,69043,2,4,4212,272,274,0,0,1,0,0,0,0,0,1,0,0,0,0
40,111409,3,9,3691,63,294,1,1,0,1,0,0,1,0,1,0,0,1,0
60,61809,0,4,3703,98,65,1,0,0,1,0,0,0,0,0,0,0,0,0
44,105062,3,2,606,215,106,0,0,0,1,0,0,1,0,0,1,0,0,0
47,32191,0,5,3344,216,173,0,1,0,1,0,1,0,0,1,0,1,0,0
38,27385,3,5,4471,291,232,0,1,0,0,1,0,0,1,0,0,0,0,1
61,97847,2,7,4199,80,250,1,0,1,1,0,1,0,0,0,0,0,1,0
52,53653,2,3,4211,165,121,0,0,0,0,1,0,0,1,0,0,1,0,0
66,27861,0,5,4904,170,263,1,0,0,0,1,0,0,1,0,0,0,0,1
24,99094,0,5,1290,287,26,1,0,0,1,0,0,0,1,0,0,0,1,0
39,20946,3,1,2637,183,274,0,1,1,0,0,1,0,0,0,1,0,1,0
27,28587,1,1,3622,98,21,0,0,0,0,0,0,1,0,0,0,0,0,1
40,82297,1,0,4872,3,267,1,0,0,1,0,0,1,0,0,1,0,1,0
32,101757,3,9,1035,1,102,1,1,0,1,0,0,1,0,0,0,0,0,0
47,32099,3,0,2894,33,128,1,0,1,0,1,1,0,0,0,0,1,0,0
51,58433,3,9,1154,48,177,1,1,1,0,1,0,0,0,1,0,0,0,0
30,61174,1,7,1544,166,62,0,0,0,0,0,0,0,1,0,0,1,0,0
21,81148,3,0,3571,76,142,1,1,0,0,1,0,1,0,0,1,0,0,0
35,98654,2,1,2783,167,256,0,1,1,0,1,0,0,0,0,0,0,0,0
40,75112,2,2,4757,221,131,1,1,0,1,0,1,0,0,0,1,0,0,0
50,59718,2,8,3460,181,246,0,0,1,0,1,1,0,0,1,0,1,0,0
51,39403,3,4,1590,55,62,1,1,0,0,1,0,0,1,0,1,0,0,0
51,61355,3,1,4083,14,233,0,0,0,0,1,0,1,0,0,0,0,1,0
53,112431,2,2,1124,141,95,0,1,0,0,0,1,0,0,0,0,0,0,1
52,34226,2,2,4683,293,119,0,1,0,1,0,0,0,1,1,0,0,0,1
34,70816,3,7,3078,185,185,0,1,0,0,0,0,0,0,0,1,0,0,1
45,109792,3,2,4160,127,11,1,1,0,1,0,1,0,0,0,0,0,0,0
31,116274,1,0,2538,141,245,0,1,1,1,0,1,0,0,0,0,0,0,1
51,42323,2,2,791,39,236,0,1,0,0,1,0,1,0,1,0,1,0,0
65,58525,1,5,4066,223,125,1,0,0,0,0,0,0,0,1,0,0,1,0
28,64971,1,6,1294,273,297,1,1,1,0,0,1,0,0,0,0,0,0,1
30,62212,2,1,2533,224,110,1,0,0,0,1,1,0,0,1,0,1,0,0
50,90780,3,3,644,224,208,1,1,0,0,0,0,1,0,0,0,1,0,0
19,101707,1,6,1720,297,144,0,0,0,1,0,0,1,0,0,0,1,0,0
51,58785,0,5,4791,264,5,1,1,0,1,0,1,0,0,0,0,0,0,0
46,44780,3,7,4279,23,49,0,1,1,1,0,0,0,0,1,0,0,0,0
54,93987,1,7,3734,99,168,1,1,1,0,1,0,0,0,0,0,1,0,0
21,27570,0,2,3056,45,52,0,0,0,0,0,0,0,1,0,1,0,1,0
29,30727,3,5,4144,160,181,0,0,0,1,0,0,0,1,0,0,1,0,0
43,90828,0,7,1764,65,179,0,1,1,0,1,1,0,0,0,1,0,0,1
45,25280,2,9,4248,101,65,0,1,0,1,0,0,1,0,0,1,0,1,0
20,86832,1,5,1430,292,215,0,1,0,1,0,0,1,0,0,1,0,1,0
37,50979,0,0,3819,223,56,0,1,0,0,0,0,0,0,1,0,0,1,0
27,74023,2,0,3840,216,63,0,0,0,0,1,0,1,0,0,0,0,0,0
69,101117,1,9,4950,292,227,0,1,0,1,0,0,0,1,0,0,0,1,0
35,107155,2,3,1638,65,101,0,0,0,1,0,0,1,0,0,0,1,0,0
44,21647,1,3,4296,185,176,0,0,0,0,1,0,0,0,0,1,0,0,1
48,116095,0,6,4611,4,243,1,0,1,0,1,0,0,0,0,0,0,1,0
44,97144,2,4,1916,251,223,1,1,0,0,0,0,0,0,0,1,0,1,0
59,42425,3,8,4560,203,157,0,0,0,1,0,0,0,1,1,0,1,0,0
18,44872,1,3,4186,206,112,1,0,0,0,0,0,1,0,0,1,1,0,0
23,44274,1,4,3371,59,264,0,0,1,1,0,1,0,0,1,0,1,0,0
28,73399,2,9,4631,298,72,1,0,0,0,0,1,0,0,0,0,0,1,0
51,87272,0,5,1582,221,153,0,1,0,1,0,0,0,0,0,0,1,0,0
56,95874,2,2,4770,136,133,0,0,0,0,1,0,1,0,0,1,0,0,1
37,28799,1,4,2112,20,204,0,0,0,0,0,0,0,1,0,0,0,0,1
38,94816,1,6,2672,186,218,1,0,1,0,1,1,0,0,1,0,0,1,0
38,54206,3,2,1001,136,62,1,1,0,1,0,1,0,0,1,0,0,1,0
35,105501,1,6,2002,36,39,1,1,1,0,1,0,0,0,0,1,0,0,0
38,36270,0,5,2508,59,150,0,0,0,0,0,0,1,0,0,0,0,0,1
36,100919,1,9,3514,124,1,1,0,0,0,0,1,0,0,0,1,0,0,0
21,102496,2,1,1067,150,113,1,1,0,0,1,0,0,0,0,0,0,0,0
30,80630,3,7,3468,111,0,0,0,0,1,0,1,0,0,0,1,0,1,0
35,105361,2,1,2651,118,293,1,0,1,0,0,0,0,0,0,0,1,0,0
69,106834,1,1,2619,237,264,1,1,1,1,0,0,0,0,0,0,0,1,0
46,86067,1,9,1273,151,162,1,1,1,0,0,1,0,0,0,0,0,0,0
42,61309,2,8,2261,45,160,1,1,1,1,0,1,0,0,1,0,0,1,0
30,48158,1,3,2804,156,174,0,0,0,1,0,0,0,1,0,0,0,0,0
44,99858,0,1,1183,141,38,1,1,0,0,1,0,1,0,0,0,1,0,0
36,43603,0,5,543,212,126,1,1,0,1,0,0,1,0,0,1,0,1,0
66,83692,2,6,4688,210,26,0,1,0,0,0,1,0,0,0,1,0,0,0
18,117156,2,3,3271,295,266,0,0,0,0,1,0,0,0,0,0,0,1,0
55,57628,2,1,2134,201,177,0,0,0,0,0,0,0,1,0,1,0,0,0
36,81237,3,5,3741,288,197,0,0,0,0,1,0,0,1,0,1,0,0,0
69,40600,0,0,4662,251,30,1,1,0,0,1,0,0,0,1,0,0,1,0
18,73309,2,7,3309,246,261,0,0,1,1,0,0,0,0,0,0,1,0,0
57,94762,0,8,3761,236,46,1,0,0,1,0,0,1,0,0,0,0,0,0
34,36937,2,7,1105,164,86,0,0,0,0,0,0,1,0,0,1,0,0,1
38,119576,1,1,1719,227,265,1,0,0,0,0,0,0,1,0,0,0,1,0
39,96421,1,3,2853,263,135,0,0,0,1,0,0,0,0,0,1,1,0,0
32,30469,3,7,1649,137,222,0,0,1,0,0,1,0,0,1,0,1,0,0
67,91158,1,9,4056,103,143,1,1,1,0,0,0,0,0,1,0,1,0,0
56,110790,1,2,2469,278,107,1,1,0,1,0,0,0,1,1,0,0,1,0
65,35719,3,6,3100,159,38,0,1,0,0,1,0,1,0,1,0,0,0,1
56,115849,2,7,2578,148,262,1,0,0,1,0,0,1,0,1,0,1,0,0
49,96764,1,3,3194,108,73,0,1,0,0,0,0,0,1,1,0,1,0,0
66,43079,3,4,2644,240,150,0,0,0,0,1,1,0,0,0,0,0,0,1
21,39680,2,1,2936,195,15,0,1,0,1,0,0,1,0,0,0,0,1,0
61,110577,2,6,1753,170,234,1,0,0,0,1,0,0,1,0,1,1,0,0
62,110475,1,8,3412,38,25,0,0,0,0,0,0,0,1,0,0,0,1,0
49,34322,1,6,3012,234,291,1,1,0,0,1,0,1,0,0,0,0,0,0
21,23239,0,4,1658,57,91,0,1,1,0,0,0,0,0,1,0,0,1,0
18,28610,0,1,2997,132,57,0,0,0,1,0,0,1,0,1,0,0,0,0
50,25833,1,7,2137,49,222,0,1,1,0,1,1,0,0,0,0,0,0,0
24,109814,0,3,4335,48,122,0,1,0,0,1,0,0,1,1,0,0,0,0
26,48021,2,2,1118,196,83,0,1,0,0,1,0,0,0,0,0,0,0,1
18,53293,0,3,3553,250,43,1,0,0,0,0,0,1,0,1,0,1,0,0
33,59634,2,0,1446,298,152,1,0,0,1,0,1,0,0,0,0,0,0,0
35,91666,0,8,1750,18,37,1,0,0,1,0,0,0,1,1,0,1,0,0
64,69373,2,6,1413,31,177,0,1,1,0,0,0,0,0,1,0,0,0,1
23,75432,2,7,2378,202,186,0,0,0,0,1,0,1,0,1,0,0,0,1
19,26212,2,4,4126,105,221,1,1,1,0,0,0,0,0,0,0,0,0,1
26,74054,3,3,963,246,188,1,1,0,0,0,1,0,0,0,1,0,1,0
21,113740,3,8,1008,251,2,0,0,0,1,0,0,0,1,0,0,1,0,0
62,66268,2,4,1223,278,287,1,0,0,0,0,0,1,0,0,0,0,1,0
40,40076,1,6,4228,162,6,1,1,0,0,1,0,1,0,0,1,1,0,0
60,40191,1,6,3586,100,184,1,0,0,0,0,0,1,0,0,1,0,1,0
62,97670,1,4,4994,7,284,0,1,0,0,0,0,1,0,0,0,1,0,0
60,94407,1,7,3815,64,264,1,1,0,0,0,0,1,0,0,1,0,0,1
68,36539,2,0,3926,63,18,0,1,0,0,1,0,0,0,1,0,0,0,0
25,108560,0,1,1239,137,218,0,1,0,0,0,0,0,1,0,1,0,0,0
56,75972,0,1,2146,100,249,0,1,1,1,0,0,0,0,1,0,1,0,0
42,33050,1,3,4413,191,27,0,0,0,0,0,0,0,0,1,0,0,0,0
33,106491,3,8,2988,281,146,0,0,0,0,0,0,0,0,1,0,0,0,1
52,59140,1,4,4199,283,88,0,1,0,1,0,1,0,0,1,0,0,0,1
34,82449,1,2,3042,83,79,1,1,0,1,0,1,0,0,0,1,0,0,0
35,43959,2,5,1566,184,85,0,1,0,1,0,1,0,0,1,0,0,0,0
44,53258,1,5,1365,41,263,0,1,0,1,0,0,1,0,0,0,0,1,0
32,63226,1,5,4693,111,47,0,0,0,1,0,0,1,0,1,0,0,0,0
34,58932,3,2,2681,182,272,1,1,1,1,0,1,0,0,0,1,1,0,0
60,76262,2,4,1285,251,39,0,0,0,0,1,0,0,1,1,0,0,0,0
22,51403,3,5,2028,89,73,0,1,0,0,0,0,1,0,0,0,0,0,0
33,76743,1,7,4399,255,76,0,1,0,0,1,1,0,0,1,0,0,0,1
32,42635,2,3,4851,234,236,0,0,1,0,1,1,0,0,0,1,0,0,1
59,72573,0,3,3337,209,124,1,0,0,1,0,0,0,0,1,0,0,0,0
63,91987,0,8,762,15,189,1,1,1,0,0,1,0,0,1,0,0,0,1
51,30496,2,0,3981,15,252,0,1,1,0,1,1,0,0,0,1,0,1,0
65,51156,1,8,2593,141,239,0,1,0,0,0,0,0,1,1,0,0,0,1
36,94306,2,6,3448,287,255,1,0,0,0,0,0,0,0,1,0,1,0,0
25,78710,3,9,3869,84,55,1,0,0,1,0,0,1,0,0,1,1,0,0
64,56264,1,8,1370,197,5,0,1,0,0,0,0,0,1,0,1,1,0,0
27,32099,3,2,4158,176,175,1,0,0,0,1,0,0,1,0,0,1,0,0
22,74576,2,7,594,55,69,0,1,0,0,1,0,1,0,0,1,0,1,0
69,61147,0,4,3784,117,52,0,1,0,1,0,0,1,0,0,0,1,0,0
65,54271,2,7,4905,159,17,1,0,0,0,1,0,1,0,0,1,0,1,0
43,98253,2,0,681,286,243,1,1,0,1,0,0,1,0,0,0,1,0,0
39,82931,1,8,1525,8,184,1,0,1,0,1,1,0,0,0,0,0,0,1
61,101697,0,6,2711,298,123,1,0,0,0,1,1,0,0,0,0,0,1,0
40,50589,0,1,2107,78,264,1,0,0,1,0,0,1,0,0,1,0,0,1
30,116886,3,2,3127,37,74,0,1,1,0,0,1,0,0,1,0,1,0,0
26,47118,3,6,952,204,3,1,1,0,1,0,0,0,1,1,0,1,0,0
66,86883,1,8,1968,43,240,1,0,0,0,0,0,1,0,0,1,0,0,0
37,29117,0,4,4311,244,173,0,0,0,0,0,0,0,0,0,0,0,1,0
45,102228,2,1,1654,286,290,1,0,0,1,0,0,0,1,1,0,1,0,0
61,56334,0,4,2953,190,46,1,1,0,1,0,0,0,1,0,1,1,0,0
54,113748,0,5,746,127,288,1,1,1,1,0,0,0,0,1,0,0,1,0
41,44000,1,0,2646,137,211,1,1,0,0,0,0,0,1,1,0,1,0,0
61,107706,2,6,3993,5,171,1,0,1,0,0,0,0,0,0,0,1,0,0
50,29996,2,2,1904,63,44,1,1,0,0,0,0,0,0,0,0,0,1,0
37,61173,1,5,836,228,125,0,0,0,0,0,0,0,0,0,0,1,0,0
65,111087,0,7,4871,185,257,0,0,1,1,0,0,0,0,0,1,0,0,0
47,92258,2,5,4489,274,198,0,1,0,1,0,1,0,0,0,0,0,0,0
61,47499,3,2,3006,152,98,0,1,0,0,0,1,0,0,0,1,0,0,1
26,78679,0,3,3107,57,24,1,0,0,0,1,0,0,0,1,0,0,1,0
62,73841,1,3,2449,193,122,0,1,0,1,0,0,1,0,0,1,0,1,0
66,106285,3,2,4168,172,53,0,1,0,0,1,0,0,0,0,0,0,1,0
34,57248,2,3,3097,138,232,1,1,1,0,1,0,0,0,0,1,0,0,1
53,35142,3,1,1633,177,161,1,1,0,0,1,0,0,0,0,0,1,0,0
31,56882,3,5,1097,234,245,0,0,1,0,0,1,0,0,0,1,1,0,0
36,20853,3,2,3327,213,98,1,0,0,1,0,0,0,0,1,0,1,0,0
24,26830,0,9,1202,94,177,1,0,0,0,1,0,0,1,0,1,1,0,0
20,90632,0,4,2062,15,17,0,1,1,0,0,0,0,0,1,0,0,0,0
50,96273,1,3,1753,236,217,0,1,0,1,0,1,0,0,0,0,0,0,0
61,61152,2,5,1329,16,194,1,0,0,0,0,0,1,0,1,0,0,0,0
49,33190,2,3,4882,195,0,1,1,0,1,0,0,0,1,0,0,0,0,1
64,78630,1,5,1873,204,65,0,0,0,1,0,0,0,0,0,1,0,0,1
28,29544,3,9,3687,192,179,1,0,0,0,0,0,0,1,1,0,0,1,0
59,79764,0,5,3382,228,125,1,0,0,0,1,0,0,0,0,1,0,0,0
19,23295,3,5,2409,121,299,1,1,1,1,0,1,0,0,1,0,0,1,0
43,56409,1,9,4617,51,52,1,0,0,1,0,0,0,1,1,0,0,0,1
21,82827,0,5,2252,216,36,1,1,0,0,1,0,0,0,0,0,0,0,1
34,52497,0,5,2884,284,181,1,0,0,1,0,0,0,0,1,0,1,0,0
34,69503,2,1,3650,156,193,0,0,1,0,1,0,0,0,0,1,0,0,0
45,114113,0,2,1131,102,255,1,1,0,1,0,0,0,1,0,1,0,0,0
47,69327,1,1,2844,104,132,0,0,1,0,1,0,0,0,0,1,1,0,0
57,115071,0,3,3350,166,158,1,0,0,1,0,0,0,1,1,0,0,0,1
40,52933,2,5,1227,129,122,0,0,0,1,0,0,1,0,0,1,1,0,0
63,44999,2,1,1921,251,127,1,1,0,1,0,0,0,0,0,1,0,0,0
41,78194,2,9,2910,23,169,0,1,0,0,1,0,0,1,1,0,1,0,0
46,59520,2,6,1416,118,91,0,0,0,1,0,1,0,0,0,1,0,0,1
21,79804,1,3,4450,53,211,1,0,0,0,0,0,1,0,1,0,0,0,1
55,52212,1,5,4545,280,217,0,0,0,0,0,0,0,1,0,0,0,0,1
46,92356,0,0,3932,283,53,1,0,0,0,0,0,0,0,1,0,0,0,0
36,78098,0,1,3074,133,141,1,0,1,1,0,1,0,0,1,0,0,0,0
44,76399,0,7,2119,188,283,0,1,1,0,1,1,0,0,0,1,0,1,0
46,96236,0,6,3977,25,282,0,1,1,0,1,1,0,0,1,0,0,1,0
53,113734,3,3,2354,44,256,1,1,1,1,0,1,0,0,1,0,0,1,0
52,50206,0,5,570,278,134,0,0,0,0,0,0,0,0,0,0,1,0,0
69,72987,0,2,807,74,114,1,0,1,0,1,0,0,0,1,0,1,0,0
23,83844,3,7,4187,271,91,1,1,0,1,0,0,0,0,0,0,1,0,0
40,40625,3,6,3738,94,270,0,0,0,0,1,0,0,1,0,0,1,0,0
56,113065,3,8,4193,247,278,0,0,1,0,0,1,0,0,0,0,1,0,0
63,98007,3,4,4291,87,223,0,0,0,0,0,0,1,0,1,0,0,0,1
61,34102,3,1,4172,157,99,0,0,0,0,1,1,0,0,1,0,0,1,0
65,73846,0,2,3085,229,139,0,0,0,1,0,0,0,0,0,0,0,0,0
69,105431,2,5,4899,12,132,1,1,0,1,0,0,0,1,0,0,1,0,0
25,87811,0,0,1575,224,210,0,0,0,0,1,0,1,0,0,0,0,0,1
19,104908,0,1,773,206,19,1,0,0,0,0,0,0,0,0,0,0,0,0
30,52361,2,0,3198,41,277,0,0,1,1,0,0,0,0,0,0,1,0,0
57,66155,0,9,2798,261,79,1,1,0,0,1,0,0,1,1,0,0,0,0
38,107251,0,2,1749,159,6,0,1,0,0,1,0,1,0,0,1,0,0,1
48,30117,2,7,1454,86,90,1,0,0,0,0,0,0,1,0,0,1,0,0
69,45207,0,3,1883,60,227,1,1,1,0,0,0,0,0,0,1,1,0,0
65,75177,2,6,2921,119,33,1,1,0,1,0,0,1,0,0,0,0,1,0
53,41669,0,8,4028,91,181,1,1,0,1,0,0,1,0,0,1,0,0,0
65,35451,3,4,881,96,119,1,0,0,1,0,0,0,1,0,1,1,0,0
69,23499,2,3,4641,174,274,0,1,1,0,0,0,0,0,1,0,0,1,0
55,72990,0,8,1652,68,91,0,1,1,0,1,0,0,0,0,1,1,0,0
44,32483,3,9,2939,103,171,0,1,1,1,0,1,0,0,1,0,0,1,0
53,29829,1,4,1401,220,201,1,1,0,1,0,0,0,0,0,0,1,0,0
65,58769,1,8,1861,149,264,1,0,1,1,0,1,0,0,0,0,0,0,1
40,30490,0,9,3836,210,5,0,0,0,0,1,0,0,0,1,0,0,0,1
38,81853,0,3,3170,118,204,1,0,1,1,0,0,0,0,0,0,1,0,0
30,36928,0,9,4133,188,175,1,1,0,1,0,0,0,1,1,0,0,0,0
54,71851,1,9,3615,207,55,1,0,0,0,0,1,0,0,0,0,0,0,0
64,46742,2,8,4391,146,49,1,0,0,0,0,0,0,1,0,1,0,1,0
43,47106,3,9,2634,210,71,0,0,0,0,0,0,0,1,1,0,0,1,0
57,69855,1,6,852,32,71,1,1,0,0,1,0,0,1,1,0,0,1,0
24,78364,3,8,2580,285,132,0,1,0,0,0,0,0,1,0,1,0,0,0
63,106603,0,3,3832,63,138,1,1,1,1,0,1,0,0,1,0,1,0,0
56,30402,1,9,1687,87,58,1,1,0,1,0,0,1,0,0,1,1,0,0
39,24669,2,6,3052,137,231,0,0,1,0,1,0,0,0,1,0,0,1,0
56,100528,1,2,3088,12,90,0,1,0,0,1,0,1,0,0,1,0,0,0
40,32256,3,9,2242,71,37,1,1,0,1,0,0,1,0,1,0,0,0,0
47,49985,3,2,2836,269,257,0,1,0,0,1,0,1,0,0,1,0,0,1
35,119772,2,9,4553,138,199,0,0,1,1,0,1,0,0,0,0,0,0,0
59,84595,1,9,3278,26,198,1,1,0,0,0,0,0,1,0,0,0,0,0
35,106077,1,2,720,183,295,1,0,1,1,0,1,0,0,0,1,1,0,0
63,55429,3,2,2136,87,92,1,1,1,0,1,0,0,0,0,0,0,0,1
27,96041,0,9,3403,228,255,1,0,1,0,0,0,0,0,0,1,0,0,1
56,57297,1,3,3979,90,130,1,1,0,1,0,0,0,1,0,1,0,0,0
47,35687,0,9,926,251,130,0,0,0,0,1,1,0,0,0,0,1,0,0
43,114003,2,9,2168,242,274,0,0,1,0,1,1,0,0,0,0,0,0,0
24,21926,3,1,3381,277,246,0,1,0,0,0,0,0,0,0,0,0,0,1
24,25033,1,5,1721,270,271,0,1,1,1,0,0,0,0,0,0,0,1,0
22,65368,3,8,4902,277,143,0,1,0,1,0,0,0,1,0,1,1,0,0
18,53006,0,6,3162,237,191,1,0,0,0,1,0,0,0,0,1,1,0,0
63,78089,1,4,4625,220,70,1,1,0,0,0,0,0,0,0,1,0,0,1
35,52725,1,1,2004,287,298,0,0,0,1,0,0,1,0,0,0,0,0,1
30,104706,3,9,1328,185,45,1,0,0,0,0,0,1,0,0,0,1,0,0
42,25046,3,4,2799,135,178,1,1,1,0,1,1,0,0,0,0,1,0,0
57,76072,3,8,1435,187,16,1,1,0,1,0,1,0,0,0,1,0,1,0
25,32460,2,0,1546,17,25,0,0,0,0,1,0,1,0,1,0,0,0,0
27,24901,2,9,1421,39,135,0,1,0,1,0,0,0,1,1,0,0,1,0
49,29362,2,5,955,261,296,0,0,0,0,1,0,1,0,0,0,0,1,0
34,34815,3,3,992,12,295,0,1,0,1,0,0,1,0,0,1,1,0,0
55,26497,1,5,4040,111,178,1,1,0,0,0,0,0,1,0,1,0,0,0
